Date,Country,State/Province,Confirmed,Deaths,Recovered,Active,Tests Conducted
2020-08-17,South Africa,Gauteng,1137,1,251,885,10830
2020-08-17,South Africa,KwaZulu-Natal,2289,89,1018,1182,9325
2020-08-17,South Africa,Western Cape,3702,158,2810,734,12487
2020-08-18,India,Maharashtra,4218,105,1539,2574,5269
2020-08-18,India,Kerala,2639,4,2595,40,9540
2020-08-18,India,Delhi,374,10,347,17,8653
2020-08-18,USA,New York,1913,77,992,844,9469
2020-08-18,USA,California,666,22,438,206,9466
2020-08-18,USA,Texas,822,24,300,498,5018
2020-08-18,Brazil,São Paulo,1172,55,1065,52,10439
2020-08-18,Brazil,Rio de Janeiro,260,2,254,4,2686
2020-08-18,Brazil,Bahia,2468,106,2247,115,11116
2020-08-18,Italy,Lombardy,1376,57,236,1083,10275
2020-08-18,Italy,Lazio,4429,61,1993,2375,8896
2020-08-18,Italy,Veneto,1396,11,216,1169,9521
2020-08-18,South Africa,Gauteng,239,2,237,0,6588
2020-08-18,South Africa,KwaZulu-Natal,3141,71,902,2168,8361
2020-08-18,South Africa,Western Cape,3901,171,504,3226,7125
2020-08-19,India,Maharashtra,4378,162,4030,186,6859
2020-08-19,India,Kerala,2726,57,2359,310,4785
2020-08-19,India,Delhi,2811,96,1563,1152,10970
2020-08-19,USA,New York,1911,28,530,1353,4806
2020-08-19,USA,California,2383,11,456,1916,4843
2020-08-19,USA,Texas,2787,48,475,2264,9812
2020-08-19,Brazil,São Paulo,1043,20,778,245,2070
2020-08-19,Brazil,Rio de Janeiro,2546,15,2416,115,12321
2020-08-19,Brazil,Bahia,1555,49,867,639,7792
2020-08-19,Italy,Lombardy,2990,32,2128,830,7629
2020-08-19,Italy,Lazio,873,25,9,839,10692
2020-08-19,Italy,Veneto,3773,80,592,3101,9636
2020-08-19,South Africa,Gauteng,1793,63,1392,338,10260
2020-08-19,South Africa,KwaZulu-Natal,1207,38,580,589,4596
2020-08-19,South Africa,Western Cape,281,9,163,109,6341
2020-08-20,India,Maharashtra,4115,176,505,3434,9595
2020-08-20,India,Kerala,4701,122,1767,2812,13811
2020-08-20,India,Delhi,2387,90,1542,755,4350
2020-08-20,USA,New York,2729,39,862,1828,7416
2020-08-20,USA,California,430,5,249,176,7849
2020-08-20,USA,Texas,2450,104,652,1694,3803
2020-08-20,Brazil,São Paulo,4488,100,2764,1624,12409
2020-08-20,Brazil,Rio de Janeiro,3878,89,3103,686,11290
2020-08-20,Brazil,Bahia,3203,18,2162,1023,8840
2020-08-20,Italy,Lombardy,2313,89,799,1425,12291
2020-08-20,Italy,Lazio,3225,24,536,2665,9523
2020-08-20,Italy,Veneto,4754,221,443,4090,10735
2020-08-20,South Africa,Gauteng,3748,167,670,2911,7001
2020-08-20,South Africa,KwaZulu-Natal,3619,178,1976,1465,9388
2020-08-20,South Africa,Western Cape,1186,13,446,727,5391
2020-08-21,India,Maharashtra,74,2,13,59,3492
2020-08-21,India,Kerala,3084,109,2783,192,6840
2020-08-21,India,Delhi,461,3,182,276,9224
2020-08-21,USA,New York,1471,6,240,1225,10915
2020-08-21,USA,California,2772,111,608,2053,10391
2020-08-21,USA,Texas,2007,4,243,1760,6953
2020-08-21,Brazil,São Paulo,3249,125,1239,1885,7075
2020-08-21,Brazil,Rio de Janeiro,3075,22,1899,1154,10335
2020-08-21,Brazil,Bahia,2254,80,1823,351,9272
2020-08-21,Italy,Lombardy,95,0,14,81,2448
2020-08-21,Italy,Lazio,999,31,656,312,10350
2020-08-21,Italy,Veneto,1842,2,1201,639,10698
2020-08-21,South Africa,Gauteng,2242,88,387,1767,6209
2020-08-21,South Africa,KwaZulu-Natal,3145,123,2640,382,11250
2020-08-21,South Africa,Western Cape,2444,73,512,1859,5073
2020-08-22,India,Maharashtra,2664,16,2201,447,6693
2020-08-22,India,Kerala,3320,5,1612,1703,13108
2020-08-22,India,Delhi,4342,125,523,3694,13843
2020-08-22,USA,New York,4790,137,1016,3637,9189
2020-08-22,USA,California,961,11,882,68,4909
2020-08-22,USA,Texas,43,2,28,13,6192
2020-08-22,Brazil,São Paulo,1007,2,131,874,5385
2020-08-22,Brazil,Rio de Janeiro,1320,11,1151,158,6526
2020-08-22,Brazil,Bahia,286,1,63,222,9578
2020-08-22,Italy,Lombardy,2445,46,2229,170,6256
2020-08-22,Italy,Lazio,3465,168,0,3297,8533
2020-08-22,Italy,Veneto,2462,5,2127,330,8269
2020-08-22,South Africa,Gauteng,4375,113,1145,3117,13410
2020-08-22,South Africa,KwaZulu-Natal,2563,90,2204,269,11928
2020-08-22,South Africa,Western Cape,1719,12,1357,350,3451
2020-08-23,India,Maharashtra,1942,4,385,1553,5263
2020-08-23,India,Kerala,2455,109,881,1465,5653
2020-08-23,India,Delhi,4932,141,1769,3022,11814
2020-08-23,USA,New York,2272,16,1728,528,4490
2020-08-23,USA,California,4504,65,2135,2304,11759
2020-08-23,USA,Texas,1337,51,934,352,3701
2020-08-23,Brazil,São Paulo,2082,86,871,1125,5428
2020-08-23,Brazil,Rio de Janeiro,4390,52,578,3760,9803
2020-08-23,Brazil,Bahia,1578,47,1154,377,10957
2020-08-23,Italy,Lombardy,4955,41,3438,1476,8469
2020-08-23,Italy,Lazio,2591,111,1552,928,4015
2020-08-23,Italy,Veneto,4944,63,635,4246,10369
2020-08-23,South Africa,Gauteng,1020,34,112,874,11004
2020-08-23,South Africa,KwaZulu-Natal,3332,16,1349,1967,5789
2020-08-23,South Africa,Western Cape,2972,85,1119,1768,6369
2020-08-24,India,Maharashtra,1849,35,20,1794,4453
2020-08-24,India,Kerala,3089,56,1550,1483,5809
2020-08-24,India,Delhi,1011,11,539,461,7033
2020-08-24,USA,New York,4823,210,4010,603,7388
2020-08-24,USA,California,4333,89,2310,1934,9773
2020-08-24,USA,Texas,4976,25,392,4559,8773
2020-08-24,Brazil,São Paulo,2605,99,740,1766,9260
2020-08-24,Brazil,Rio de Janeiro,4355,141,3298,916,13167
2020-08-24,Brazil,Bahia,4852,32,2122,2698,6007
2020-08-24,Italy,Lombardy,4207,182,636,3389,7277
2020-08-24,Italy,Lazio,1168,24,547,597,3034
2020-08-24,Italy,Veneto,3032,63,2777,192,10884
2020-08-24,South Africa,Gauteng,3750,46,1797,1907,10549
2020-08-24,South Africa,KwaZulu-Natal,3839,128,1174,2537,9358
2020-08-24,South Africa,Western Cape,3504,133,2942,429,8252
2020-08-25,India,Maharashtra,2500,81,356,2063,8507
2020-08-25,India,Kerala,3330,80,369,2881,5632
2020-08-25,India,Delhi,628,15,95,518,4333
2020-08-25,USA,New York,4712,14,692,4006,10395
2020-08-25,USA,California,4539,126,87,4326,12485
2020-08-25,USA,Texas,4167,187,558,3422,13025
2020-08-25,Brazil,São Paulo,4078,131,2806,1141,13800
2020-08-25,Brazil,Rio de Janeiro,1021,25,14,982,5136
2020-08-25,Brazil,Bahia,59,2,27,30,9813
2020-08-25,Italy,Lombardy,2826,62,2708,56,12478
2020-08-25,Italy,Lazio,4990,10,4975,5,13340
2020-08-25,Italy,Veneto,1380,67,460,853,5244
2020-08-25,South Africa,Gauteng,615,11,136,468,10031
2020-08-25,South Africa,KwaZulu-Natal,2894,13,1731,1150,12012
2020-08-25,South Africa,Western Cape,3105,43,1528,1534,5960
2020-08-26,India,Maharashtra,2768,63,2208,497,5699
2020-08-26,India,Kerala,2376,38,1978,360,8185
2020-08-26,India,Delhi,2168,27,9,2132,9617
2020-08-26,USA,New York,1781,39,1316,426,11227
2020-08-26,USA,California,290,14,237,39,9289
2020-08-26,USA,Texas,471,11,3,457,9013
2020-08-26,Brazil,São Paulo,2691,76,1449,1166,5446
2020-08-26,Brazil,Rio de Janeiro,42,1,11,30,7629
2020-08-26,Brazil,Bahia,2904,2,415,2487,10962
2020-08-26,Italy,Lombardy,4030,50,347,3633,13698
2020-08-26,Italy,Lazio,4213,39,3364,810,7242
2020-08-26,Italy,Veneto,3992,1,637,3354,9090
2020-08-26,South Africa,Gauteng,1852,60,809,983,8984
2020-08-26,South Africa,KwaZulu-Natal,2451,46,1754,651,6435
2020-08-26,South Africa,Western Cape,4394,207,2207,1980,7174
2020-08-27,India,Maharashtra,3592,168,1799,1625,7243
2020-08-27,India,Kerala,1145,22,888,235,2240
2020-08-27,India,Delhi,2942,50,453,2439,7047
2020-08-27,USA,New York,2333,5,547,1781,9797
2020-08-27,USA,California,3449,84,129,3236,7075
2020-08-27,USA,Texas,1630,61,1362,207,6984
2020-08-27,Brazil,São Paulo,973,26,500,447,10092
2020-08-27,Brazil,Rio de Janeiro,1043,20,818,205,10265
2020-08-27,Brazil,Bahia,3185,33,449,2703,5952
2020-08-27,Italy,Lombardy,173,2,39,132,6811
2020-08-27,Italy,Lazio,4096,3,3143,950,8970
2020-08-27,Italy,Veneto,426,21,175,230,8465
2020-08-27,South Africa,Gauteng,4891,188,65,4638,13007
2020-08-27,South Africa,KwaZulu-Natal,3933,74,1155,2704,12894
2020-08-27,South Africa,Western Cape,676,27,253,396,4174
2020-08-28,India,Maharashtra,4188,47,2043,2098,9794
2020-08-28,India,Kerala,942,16,717,209,5994
2020-08-28,India,Delhi,3515,50,1941,1524,6203
2020-08-28,USA,New York,4115,156,742,3217,8206
2020-08-28,USA,California,4843,161,1218,3464,9601
2020-08-28,USA,Texas,986,8,410,568,2614
2020-08-28,Brazil,São Paulo,2243,24,598,1621,10227
2020-08-28,Brazil,Rio de Janeiro,144,3,23,118,1978
2020-08-28,Brazil,Bahia,3115,104,2150,861,9135
2020-08-28,Italy,Lombardy,1895,28,688,1179,9875
2020-08-28,Italy,Lazio,3925,15,2088,1822,11922
2020-08-28,Italy,Veneto,423,9,56,358,5834
2020-08-28,South Africa,Gauteng,2978,71,1437,1470,10827
2020-08-28,South Africa,KwaZulu-Natal,2023,40,1833,150,3802
2020-08-28,South Africa,Western Cape,1488,5,1,1482,3342
2020-08-29,India,Maharashtra,2634,54,1168,1412,11368
2020-08-29,India,Kerala,2295,77,412,1806,10354
2020-08-29,India,Delhi,1514,32,1006,476,8470
2020-08-29,USA,New York,2738,77,456,2205,5325
2020-08-29,USA,California,111,5,70,36,3245
2020-08-29,USA,Texas,2713,92,1480,1141,12377
2020-08-29,Brazil,São Paulo,4953,95,1951,2907,10474
2020-08-29,Brazil,Rio de Janeiro,1720,74,786,860,4149
2020-08-29,Brazil,Bahia,871,8,644,219,3842
2020-08-29,Italy,Lombardy,336,6,98,232,8639
2020-08-29,Italy,Lazio,808,4,559,245,7426
2020-08-29,Italy,Veneto,2469,92,1942,435,6778
2020-08-29,South Africa,Gauteng,4370,184,1258,2928,6087
2020-08-29,South Africa,KwaZulu-Natal,1047,12,856,179,6184
2020-08-29,South Africa,Western Cape,4590,88,2998,1504,12937
2020-08-30,India,Maharashtra,961,27,69,865,9871
2020-08-30,India,Kerala,3432,134,2063,1235,4790
2020-08-30,India,Delhi,1367,35,264,1068,7112
2020-08-30,USA,New York,372,18,31,323,4488
2020-08-30,USA,California,3256,126,2804,326,12979
2020-08-30,USA,Texas,4206,19,1355,2832,12378
2020-08-30,Brazil,São Paulo,4172,98,2303,1771,11565
2020-08-30,Brazil,Rio de Janeiro,3283,155,1112,2016,7673
2020-08-30,Brazil,Bahia,1507,0,327,1180,6075
2020-08-30,Italy,Lombardy,4850,178,72,4600,14251
2020-08-30,Italy,Lazio,3730,128,2898,704,13332
2020-08-30,Italy,Veneto,2120,38,902,1180,7975
2020-08-30,South Africa,Gauteng,2199,70,487,1642,6002
2020-08-30,South Africa,KwaZulu-Natal,1834,5,1092,737,6736
2020-08-30,South Africa,Western Cape,2390,5,606,1779,7940
2020-08-31,India,Maharashtra,1089,17,105,967,6168
2020-08-31,India,Kerala,1720,68,237,1415,2742
2020-08-31,India,Delhi,2846,94,1329,1423,5209
2020-08-31,USA,New York,4499,67,1094,3338,12189
2020-08-31,USA,California,2415,41,234,2140,3585
2020-08-31,USA,Texas,2912,56,1145,1711,6807
2020-08-31,Brazil,São Paulo,2097,2,435,1660,9355
2020-08-31,Brazil,Rio de Janeiro,2108,80,1299,729,6485
2020-08-31,Brazil,Bahia,3622,56,1328,2238,9025
2020-08-31,Italy,Lombardy,1670,74,1289,307,9149
2020-08-31,Italy,Lazio,1275,57,474,744,9384
2020-08-31,Italy,Veneto,3019,37,1962,1020,5554
2020-08-31,South Africa,Gauteng,4062,46,1881,2135,8093
2020-08-31,South Africa,KwaZulu-Natal,1442,24,1166,252,10478
2020-08-31,South Africa,Western Cape,1477,36,43,1398,7558
2020-09-01,India,Maharashtra,1334,22,807,505,5411
2020-09-01,India,Kerala,568,4,73,491,8554
2020-09-01,India,Delhi,2009,58,1861,90,9603
2020-09-01,USA,New York,821,33,140,648,2014
2020-09-01,USA,California,4942,25,3095,1822,12233
2020-09-01,USA,Texas,169,1,3,165,1885
2020-09-01,Brazil,São Paulo,1082,15,171,896,6467
2020-09-01,Brazil,Rio de Janeiro,1168,40,27,1101,2321
2020-09-01,Brazil,Bahia,871,34,753,84,7415
2020-09-01,Italy,Lombardy,696,12,142,542,9567
2020-09-01,Italy,Lazio,4610,228,3639,743,8282
2020-09-01,Italy,Veneto,2518,42,1961,515,6049
2020-09-01,South Africa,Gauteng,1997,7,1113,877,7379
2020-09-01,South Africa,KwaZulu-Natal,4453,31,173,4249,6182
2020-09-01,South Africa,Western Cape,842,34,303,505,3522
2020-09-02,India,Maharashtra,4190,106,580,3504,5209
2020-09-02,India,Kerala,1837,3,464,1370,9835
2020-09-02,India,Delhi,3157,37,1447,1673,8856
2020-09-02,USA,New York,1850,87,787,976,4691
2020-09-02,USA,California,4028,43,451,3534,8706
2020-09-02,USA,Texas,833,18,365,450,3082
2020-09-02,Brazil,São Paulo,2733,30,1476,1227,5122
2020-09-02,Brazil,Rio de Janeiro,355,4,91,260,8377
2020-09-02,Brazil,Bahia,4345,85,1485,2775,12312
2020-09-02,Italy,Lombardy,1230,57,617,556,6932
2020-09-02,Italy,Lazio,2853,26,1110,1717,12032
2020-09-02,Italy,Veneto,3023,67,2913,43,5274
2020-09-02,South Africa,Gauteng,17,0,4,13,6264
2020-09-02,South Africa,KwaZulu-Natal,1210,24,914,272,10048
2020-09-02,South Africa,Western Cape,551,3,437,111,6113
2020-09-03,India,Maharashtra,1185,5,661,519,4274
2020-09-03,India,Kerala,1489,49,722,718,7720
2020-09-03,India,Delhi,4048,108,1971,1969,11830
2020-09-03,USA,New York,4929,203,2731,1995,8193
2020-09-03,USA,California,2014,49,857,1108,12014
2020-09-03,USA,Texas,4072,137,2186,1749,13142
2020-09-03,Brazil,São Paulo,4362,137,1885,2340,11663
2020-09-03,Brazil,Rio de Janeiro,684,26,539,119,5277
2020-09-03,Brazil,Bahia,714,15,370,329,1760
2020-09-03,Italy,Lombardy,1665,2,742,921,10429
2020-09-03,Italy,Lazio,1094,7,122,965,7817
2020-09-03,Italy,Veneto,2956,35,1207,1714,11499
2020-09-03,South Africa,Gauteng,1180,53,862,265,6153
2020-09-03,South Africa,KwaZulu-Natal,1726,28,114,1584,4983
2020-09-03,South Africa,Western Cape,960,44,720,196,4304
2020-09-04,India,Maharashtra,3092,6,2851,235,11050
2020-09-04,India,Kerala,3044,13,2872,159,5780
2020-09-04,India,Delhi,4764,18,3906,840,8355
2020-09-04,USA,New York,247,2,93,152,3561
2020-09-04,USA,California,647,15,78,554,1851
2020-09-04,USA,Texas,4662,212,3411,1039,8114
2020-09-04,Brazil,São Paulo,1494,60,286,1148,11135
2020-09-04,Brazil,Rio de Janeiro,2453,60,1685,708,8979
2020-09-04,Brazil,Bahia,3637,165,2847,625,4853
2020-09-04,Italy,Lombardy,2349,14,638,1697,4332
2020-09-04,Italy,Lazio,263,9,192,62,4106
2020-09-04,Italy,Veneto,4122,41,44,4037,11616
2020-09-04,South Africa,Gauteng,3470,116,2269,1085,8697
2020-09-04,South Africa,KwaZulu-Natal,4686,128,2507,2051,9410
2020-09-04,South Africa,Western Cape,3470,40,1113,2317,5976
2020-09-05,India,Maharashtra,4272,96,1025,3151,8743
2020-09-05,India,Kerala,3280,158,229,2893,7866
2020-09-05,India,Delhi,3213,47,3055,111,5477
2020-09-05,USA,New York,3837,122,1282,2433,11474
2020-09-05,USA,California,3116,42,223,2851,10202
2020-09-05,USA,Texas,3475,49,1105,2321,6251
2020-09-05,Brazil,São Paulo,855,4,371,480,7351
2020-09-05,Brazil,Rio de Janeiro,229,3,72,154,3895
2020-09-05,Brazil,Bahia,4436,27,535,3874,8907
2020-09-05,Italy,Lombardy,4891,2,2532,2357,8966
2020-09-05,Italy,Lazio,4519,51,265,4203,9456
2020-09-05,Italy,Veneto,2205,10,183,2012,11131
2020-09-05,South Africa,Gauteng,374,1,161,212,2901
2020-09-05,South Africa,KwaZulu-Natal,2528,1,1460,1067,8154
2020-09-05,South Africa,Western Cape,3261,128,798,2335,9413
2020-09-06,India,Maharashtra,3200,91,530,2579,5795
2020-09-06,India,Kerala,2714,104,2062,548,5368
2020-09-06,India,Delhi,4113,198,615,3300,5501
2020-09-06,USA,New York,4810,203,3130,1477,13624
2020-09-06,USA,California,4803,222,306,4275,10556
2020-09-06,USA,Texas,1320,19,948,353,3610
2020-09-06,Brazil,São Paulo,764,14,220,530,4071
2020-09-06,Brazil,Rio de Janeiro,1319,64,1057,198,10892
2020-09-06,Brazil,Bahia,2796,114,537,2145,9350
2020-09-06,Italy,Lombardy,2382,46,1764,572,4037
2020-09-06,Italy,Lazio,3175,61,855,2259,5403
2020-09-06,Italy,Veneto,1248,36,1018,194,3843
2020-09-06,South Africa,Gauteng,122,1,98,23,6193
2020-09-06,South Africa,KwaZulu-Natal,4482,222,714,3546,13656
2020-09-06,South Africa,Western Cape,770,29,321,420,4550
2020-09-07,India,Maharashtra,2421,20,279,2122,8010
2020-09-07,India,Kerala,4722,93,2894,1735,7183
2020-09-07,India,Delhi,582,5,471,106,5808
2020-09-07,USA,New York,3876,65,3125,686,12118
2020-09-07,USA,California,1150,7,999,144,2798
2020-09-07,USA,Texas,2977,73,1642,1262,10678
2020-09-07,Brazil,São Paulo,1056,28,751,277,10452
2020-09-07,Brazil,Rio de Janeiro,2569,95,341,2133,10338
2020-09-07,Brazil,Bahia,4144,115,1076,2953,5843
2020-09-07,Italy,Lombardy,467,23,404,40,5478
2020-09-07,Italy,Lazio,4594,2,1266,3326,7319
2020-09-07,Italy,Veneto,2381,48,648,1685,9922
2020-09-07,South Africa,Gauteng,597,7,397,193,9170
2020-09-07,South Africa,KwaZulu-Natal,765,22,477,266,9440
2020-09-07,South Africa,Western Cape,4383,209,3808,366,7170
2020-09-08,India,Maharashtra,703,11,110,582,8206
2020-09-08,India,Kerala,3548,51,1644,1853,9933
2020-09-08,India,Delhi,528,10,350,168,9495
2020-09-08,USA,New York,1741,60,234,1447,7301
2020-09-08,USA,California,3723,9,2232,1482,7274
2020-09-08,USA,Texas,3849,37,2622,1190,8346
2020-09-08,Brazil,São Paulo,2622,8,2462,152,9852
2020-09-08,Brazil,Rio de Janeiro,511,25,185,301,8557
2020-09-08,Brazil,Bahia,3878,54,221,3603,8343
2020-09-08,Italy,Lombardy,187,6,69,112,5316
2020-09-08,Italy,Lazio,1442,10,290,1142,3576
2020-09-08,Italy,Veneto,2243,51,334,1858,8130
2020-09-08,South Africa,Gauteng,3698,107,2149,1442,8205
2020-09-08,South Africa,KwaZulu-Natal,2125,23,220,1882,4639
2020-09-08,South Africa,Western Cape,3510,87,3085,338,9374
2020-09-09,India,Maharashtra,1347,25,715,607,9213
2020-09-09,India,Kerala,3945,121,2193,1631,7577
2020-09-09,India,Delhi,3578,90,2838,650,10953
2020-09-09,USA,New York,81,4,76,1,4334
2020-09-09,USA,California,637,9,331,297,6822
2020-09-09,USA,Texas,116,1,114,1,8630
2020-09-09,Brazil,São Paulo,1208,31,648,529,4069
2020-09-09,Brazil,Rio de Janeiro,3329,67,2132,1130,4389
2020-09-09,Brazil,Bahia,3690,32,2598,1060,12051
2020-09-09,Italy,Lombardy,4738,24,298,4416,9319
2020-09-09,Italy,Lazio,1537,53,1426,58,11484
2020-09-09,Italy,Veneto,1360,48,442,870,8063
2020-09-09,South Africa,Gauteng,1718,24,1391,303,2953
2020-09-09,South Africa,KwaZulu-Natal,3033,93,66,2874,8980
2020-09-09,South Africa,Western Cape,2514,64,510,1940,11691
2020-09-10,India,Maharashtra,3735,105,1680,1950,10497
2020-09-10,India,Kerala,2885,138,1744,1003,12456
2020-09-10,India,Delhi,2751,29,720,2002,11268
2020-09-10,USA,New York,3509,95,724,2690,7173
2020-09-10,USA,California,4446,111,3125,1210,10115
2020-09-10,USA,Texas,3583,162,1160,2261,6208
2020-09-10,Brazil,São Paulo,717,6,91,620,1986
2020-09-10,Brazil,Rio de Janeiro,3369,26,2033,1310,13293
2020-09-10,Brazil,Bahia,816,40,454,322,10063
2020-09-10,Italy,Lombardy,4761,206,267,4288,10510
2020-09-10,Italy,Lazio,3445,54,912,2479,11893
2020-09-10,Italy,Veneto,4518,97,937,3484,8722
2020-09-10,South Africa,Gauteng,3846,31,1436,2379,12447
2020-09-10,South Africa,KwaZulu-Natal,3382,165,2882,335,10866
2020-09-10,South Africa,Western Cape,62,2,50,10,4730
2020-09-11,India,Maharashtra,4157,72,1096,2989,9490
2020-09-11,India,Kerala,2518,107,1698,713,7475
2020-09-11,India,Delhi,34,1,2,31,1288
2020-09-11,USA,New York,215,2,202,11,7349
2020-09-11,USA,California,4251,209,3036,1006,10452
2020-09-11,USA,Texas,2745,43,2343,359,10790
2020-09-11,Brazil,São Paulo,1981,71,801,1109,6137
2020-09-11,Brazil,Rio de Janeiro,3222,13,2366,843,11252
2020-09-11,Brazil,Bahia,1055,40,399,616,4901
2020-09-11,Italy,Lombardy,3302,81,2118,1103,6897
2020-09-11,Italy,Lazio,3583,59,407,3117,6652
2020-09-11,Italy,Veneto,4130,30,3211,889,9393
2020-09-11,South Africa,Gauteng,4529,40,2641,1848,8867
2020-09-11,South Africa,KwaZulu-Natal,763,5,26,732,8929
2020-09-11,South Africa,Western Cape,94,4,19,71,1549
2020-09-12,India,Maharashtra,4453,20,3132,1301,5867
2020-09-12,India,Kerala,1069,29,733,307,5125
2020-09-12,India,Delhi,1963,83,1838,42,6596
2020-09-12,USA,New York,2432,24,2193,215,7450
2020-09-12,USA,California,3097,66,2700,331,4944
2020-09-12,USA,Texas,2252,10,588,1654,3631
2020-09-12,Brazil,São Paulo,4746,221,847,3678,7563
2020-09-12,Brazil,Rio de Janeiro,3761,152,502,3107,6515
2020-09-12,Brazil,Bahia,1161,18,536,607,5120
2020-09-12,Italy,Lombardy,760,4,506,250,7681
2020-09-12,Italy,Lazio,1703,50,206,1447,10748
2020-09-12,Italy,Veneto,179,6,18,155,9150
2020-09-12,South Africa,Gauteng,625,13,429,183,7773
2020-09-12,South Africa,KwaZulu-Natal,2568,115,659,1794,6513
2020-09-12,South Africa,Western Cape,2447,1,731,1715,3962
2020-09-13,India,Maharashtra,960,21,355,584,9888
2020-09-13,India,Kerala,4915,139,41,4735,8510
2020-09-13,India,Delhi,4274,189,1042,3043,7266
2020-09-13,USA,New York,1579,77,60,1442,11360
2020-09-13,USA,California,188,8,131,49,3684
2020-09-13,USA,Texas,1771,46,235,1490,6325
2020-09-13,Brazil,São Paulo,241,5,35,201,4841
2020-09-13,Brazil,Rio de Janeiro,683,8,274,401,6166
2020-09-13,Brazil,Bahia,3945,51,376,3518,10655
2020-09-13,Italy,Lombardy,4517,166,2411,1940,13169
2020-09-13,Italy,Lazio,4061,111,2099,1851,11613
2020-09-13,Italy,Veneto,1581,32,354,1195,5823
2020-09-13,South Africa,Gauteng,2302,50,421,1831,8407
2020-09-13,South Africa,KwaZulu-Natal,1357,26,999,332,9458
2020-09-13,South Africa,Western Cape,3654,108,2442,1104,9105
2020-09-14,India,Maharashtra,2611,27,2487,97,9886
2020-09-14,India,Kerala,3516,51,2323,1142,10298
2020-09-14,India,Delhi,3063,16,1840,1207,6803
2020-09-14,USA,New York,276,8,129,139,7990
2020-09-14,USA,California,2404,77,2172,155,9175
2020-09-14,USA,Texas,3262,7,469,2786,7209
2020-09-14,Brazil,São Paulo,2643,109,761,1773,9504
2020-09-14,Brazil,Rio de Janeiro,2009,9,440,1560,9098
2020-09-14,Brazil,Bahia,3047,37,1287,1723,6050
2020-09-14,Italy,Lombardy,78,2,1,75,6466
2020-09-14,Italy,Lazio,1751,59,1162,530,8019
2020-09-14,Italy,Veneto,1905,71,135,1699,9222
2020-09-14,South Africa,Gauteng,2323,77,869,1377,11961
2020-09-14,South Africa,KwaZulu-Natal,1781,13,1148,620,7336
2020-09-14,South Africa,Western Cape,4979,242,612,4125,12888
2020-09-15,India,Maharashtra,3565,81,3331,153,9809
2020-09-15,India,Kerala,1623,25,101,1497,10715
2020-09-15,India,Delhi,4084,11,4056,17,9580
2020-09-15,USA,New York,3450,30,508,2912,11868
2020-09-15,USA,California,1401,41,1210,150,8673
2020-09-15,USA,Texas,1936,73,43,1820,7606
2020-09-15,Brazil,São Paulo,146,0,118,28,5805
2020-09-15,Brazil,Rio de Janeiro,1073,53,990,30,8672
2020-09-15,Brazil,Bahia,303,1,172,130,1569
2020-09-15,Italy,Lombardy,568,15,97,456,8368
2020-09-15,Italy,Lazio,2465,35,1299,1131,9130
2020-09-15,Italy,Veneto,3279,20,2279,980,9410
2020-09-15,South Africa,Gauteng,4045,156,192,3697,11489
2020-09-15,South Africa,KwaZulu-Natal,2444,89,1861,494,11526
2020-09-15,South Africa,Western Cape,994,23,960,11,3677
2020-09-16,India,Maharashtra,239,3,12,224,1409
2020-09-16,India,Kerala,1136,6,661,469,9274
2020-09-16,India,Delhi,1854,21,180,1653,5985
2020-09-16,USA,New York,3021,137,20,2864,4881
2020-09-16,USA,California,2127,100,88,1939,4942
2020-09-16,USA,Texas,393,9,38,346,5713
2020-09-16,Brazil,São Paulo,2697,97,1105,1495,6487
2020-09-16,Brazil,Rio de Janeiro,1128,37,943,148,4092
2020-09-16,Brazil,Bahia,1034,20,882,132,4458
2020-09-16,Italy,Lombardy,4785,227,3385,1173,13105
2020-09-16,Italy,Lazio,1002,33,540,429,5942
2020-09-16,Italy,Veneto,4734,122,4014,598,10330
2020-09-16,South Africa,Gauteng,2637,123,925,1589,5141
2020-09-16,South Africa,KwaZulu-Natal,2161,98,1213,850,4517
2020-09-16,South Africa,Western Cape,2891,142,992,1757,7264
2020-09-17,India,Maharashtra,639,4,506,129,2626
2020-09-17,India,Kerala,1740,1,1373,366,6281
2020-09-17,India,Delhi,3835,98,769,2968,12824
2020-09-17,USA,New York,856,21,213,622,10500
2020-09-17,USA,California,4210,80,2554,1576,12648
2020-09-17,USA,Texas,1261,13,266,982,5845
2020-09-17,Brazil,São Paulo,2978,98,1853,1027,12390
2020-09-17,Brazil,Rio de Janeiro,1663,51,384,1228,3787
2020-09-17,Brazil,Bahia,2276,54,672,1550,8308
2020-09-17,Italy,Lombardy,4728,165,836,3727,8141
2020-09-17,Italy,Lazio,3776,27,3051,698,6581
2020-09-17,Italy,Veneto,1970,2,1831,137,10520
2020-09-17,South Africa,Gauteng,1532,34,58,1440,10334
2020-09-17,South Africa,KwaZulu-Natal,4349,115,2883,1351,9700
2020-09-17,South Africa,Western Cape,969,35,86,848,7775
2020-09-18,India,Maharashtra,3534,54,616,2864,11037
2020-09-18,India,Kerala,4113,110,2080,1923,10580
2020-09-18,India,Delhi,435,14,139,282,7493
2020-09-18,USA,New York,801,3,664,134,8068
2020-09-18,USA,California,3461,49,1204,2208,7564
2020-09-18,USA,Texas,3298,45,2433,820,8818
2020-09-18,Brazil,São Paulo,4338,155,4043,140,13835
2020-09-18,Brazil,Rio de Janeiro,3551,27,2790,734,5368
2020-09-18,Brazil,Bahia,2039,14,449,1576,4926
